Node	Node_Name	Node_Type
DOID:10952	nephritis	Disease
DOID:10955	strongyloidiasis	Disease
DOID:10964	cholesteatoma of middle ear	Disease
DOID:10965	spastic diplegia	Disease
DOID:10966	lipoid nephrosis	Disease
DOID:10968	spastic monoplegia	Disease
DOID:10969	hemiplegia	Disease
DOID:10970	spastic quadriplegia	Disease
DOID:10974	oophoritis	Disease
DOID:10976	membranous glomerulonephritis	Disease
DOID:1098	fetal erythroblastosis	Disease
DOID:10983	Alport syndrome	Disease
DOID:10986	discitis	Disease
DOID:1099	alpha thalassemia	Disease
DOID:10991	basal ganglia cerebrovascular disease	Disease
DOID:10992	acute hemorrhagic leukoencephalitis	Disease
DOID:110	lens disease	Disease
DOID:1100	ovarian disease	Disease
DOID:11014	anorectal stricture	Disease
DOID:11030	corneal edema	Disease
DOID:11037	dissociative amnesia	Disease
DOID:11042	Felty's syndrome	Disease
DOID:11044	gastroschisis	Disease
DOID:11049	meconium aspiration syndrome	Disease
DOID:11054	urinary bladder cancer	Disease
DOID:11055	pasteurellosis	Disease
DOID:11060	placenta praevia	Disease
DOID:11077	brucellosis	Disease
DOID:11080	myiasis	Disease
DOID:11088	asphyxia neonatorum	Disease
DOID:11100	Q fever	Disease
DOID:11101	trench fever	Disease
DOID:11102	bartonellosis	Disease
DOID:11111	hydronephrosis	Disease
DOID:11119	Gilles de la Tourette syndrome	Disease
DOID:11121	pulpitis	Disease
DOID:11123	Henoch-Schoenlein purpura	Disease
DOID:11151	cholecystolithiasis	Disease
DOID:11153	miliaria rubra	Disease
DOID:11155	hypohidrosis	Disease
DOID:11156	anhidrosis	Disease
DOID:1116	pertussis	Disease
DOID:11168	anogenital venereal wart	Disease
DOID:11175	enophthalmos	Disease
DOID:11193	syndactyly	Disease
DOID:11198	DiGeorge syndrome	Disease
DOID:11199	hypoparathyroidism	Disease
DOID:11201	parathyroid gland disease	Disease
DOID:11202	primary hyperparathyroidism	Disease
DOID:11204	allergic conjunctivitis	Disease
DOID:11206	opioid abuse	Disease
DOID:11212	hydrophthalmos	Disease
DOID:1123	spondyloarthropathy	Disease
DOID:11234	orbital cellulitis	Disease
DOID:11239	appendix cancer	Disease
DOID:11240	appendiceal neoplasm	Disease
DOID:11244	neonatal anemia	Disease
DOID:11247	disseminated intravascular coagulation	Disease
DOID:11249	vitamin K deficiency hemorrhagic disease	Disease
DOID:11254	Brill-Zinsser disease	Disease
DOID:11256	typhus	Disease
DOID:11258	cat-scratch disease	Disease
DOID:11260	rabies	Disease
DOID:11262	ornithosis	Disease
DOID:11265	trachoma	Disease
DOID:11266	hemorrhagic fever with renal syndrome	Disease
DOID:11285	tick paralysis	Disease
DOID:1129	pituitary apoplexy	Disease
DOID:11330	erysipelas	Disease
DOID:11335	sarcoidosis	Disease
DOID:11336	rhinoscleroma	Disease
DOID:11337	Lemierre's syndrome	Disease
DOID:11338	tetanus	Disease
DOID:11339	pneumocystosis	Disease
DOID:1134	gingival recession	Disease
DOID:11342	arcus senilis	Disease
DOID:11343	scleral disease	Disease
DOID:11355	bladder calculus	Disease
DOID:11360	Phlebotomus fever	Disease
DOID:11364	lens subluxation	Disease
DOID:11372	megacolon	Disease
DOID:11379	gnathomiasis	Disease
DOID:1138	spinal meningioma	Disease
DOID:11382	corneal neovascularization	Disease
DOID:11383	cryptorchidism	Disease
DOID:11387	epidural abscess	Disease
DOID:11389	subdural empyema	Disease
DOID:11394	adult respiratory distress syndrome	Disease
DOID:11396	pulmonary edema	Disease
DOID:114	heart disease	Disease
DOID:11400	pyelonephritis	Disease
DOID:11401	xanthogranulomatous pyelonephritis	Disease
DOID:11405	diphtheria	Disease
DOID:11406	choroiditis	Disease
DOID:1142	alternating exotropia	Disease
DOID:1143	exotropia	Disease
DOID:11446	sciatic neuropathy	Disease
DOID:11459	pseudotumor cerebri	Disease
DOID:11476	osteoporosis	Disease
DOID:1148	polydactyly	Disease
DOID:11481	constrictive pericarditis	Disease
DOID:11482	hemopericardium	Disease
DOID:11486	Horner's syndrome	Disease
DOID:115	cardiac tamponade	Disease
DOID:11502	mitral valve insufficiency	Disease
DOID:11503	diabetic autonomic neuropathy	Disease
DOID:11506	suppurative otitis media	Disease
DOID:11512	Budd-Chiari syndrome	Disease
DOID:11514	fissured tongue	Disease
DOID:11527	laryngostenosis	Disease
DOID:11549	Adie syndrome	Disease
DOID:11550	oculomotor nerve paralysis	Disease
DOID:11554	Chandler syndrome	Disease
DOID:11555	Fuchs' endothelial dystrophy	Disease
DOID:11561	hypertensive retinopathy	Disease
DOID:11563	retinal vasculitis	Disease
DOID:11572	Listeria meningitis	Disease
DOID:11573	listeriosis	Disease
DOID:11577	Cauda equina syndrome	Disease
DOID:11589	Riley-Day syndrome	Disease
DOID:11599	Frey syndrome	Disease
DOID:11603	infant gynecomastia	Disease
DOID:11608	fungal meningitis	Disease
DOID:11612	polycystic ovary syndrome	Disease
DOID:11613	hyperandrogenism	Disease
DOID:11615	penile cancer	Disease
DOID:11623	dental pulp necrosis	Disease
DOID:11624	penile neoplasm	Disease
DOID:11633	thyroid hormone resistance syndrome	Disease
DOID:11634	myxedema	Disease
DOID:11638	presbyopia	Disease
DOID:11656	cicatricial pemphigoid	Disease
DOID:11661	blue color blindness	Disease
DOID:11664	nephrosclerosis	Disease
DOID:11678	onchocerciasis	Disease
DOID:1168	familial hyperlipidemia	Disease
DOID:117	heart cancer	Disease
DOID:11701	selective IgA deficiency disease	Disease
DOID:11702	dysgammaglobulinemia	Disease
DOID:11713	diabetic angiopathy	Disease
DOID:11714	gestational diabetes	Disease
DOID:11716	prediabetes syndrome	Disease
DOID:11719	oculopharyngeal muscular dystrophy	Disease
DOID:1172	hyperlipoproteinemia type IV	Disease
DOID:11720	distal muscular dystrophy	Disease
DOID:11722	myotonic dystrophy type 1	Disease
DOID:11723	Duchenne muscular dystrophy	Disease
DOID:11724	limb-girdle muscular dystrophy	Disease
DOID:11725	Cornelia de Lange syndrome	Disease
DOID:11726	Emery-Dreifuss muscular dystrophy	Disease
DOID:11727	facioscapulohumeral muscular dystrophy	Disease
DOID:11729	Lyme disease	Disease
DOID:11755	choledocholithiasis	Disease
DOID:11759	hypochromic anemia	Disease
DOID:1176	bronchial disease	Disease
DOID:11771	spontaneous ocular nystagmus	Disease
DOID:11782	astigmatism	Disease
DOID:118	pericardial effusion	Disease
DOID:11801	protein-energy malnutrition	Disease
DOID:11819	ureter cancer	Disease
DOID:11823	hepatorenal syndrome	Disease
DOID:11829	degenerative myopia	Disease
DOID:11830	myopia	Disease
DOID:11831	cortical blindness	Disease
DOID:11832	visual epilepsy	Disease
DOID:11836	clubfoot	Disease
DOID:1184	nephrotic syndrome	Disease
DOID:11840	coronary artery vasospasm	Disease
DOID:11847	coronary thrombosis	Disease
DOID:11853	monocular exotropia	Disease
DOID:1187	tibial neuropathy	Disease
DOID:11870	Pick's disease	Disease
DOID:11875	denture stomatitis	Disease
DOID:1188	mononeuropathy	Disease
DOID:11885	ureteral benign neoplasm	Disease
DOID:119	vaginal cancer	Disease
DOID:11914	gastroparesis	Disease
DOID:1192	peripheral nervous system neoplasm	Disease
DOID:11934	head and neck cancer	Disease
DOID:11949	Creutzfeldt-Jakob disease	Disease
DOID:11963	esophagitis	Disease
DOID:11971	synostosis	Disease
DOID:11976	botulism	Disease
DOID:11981	morbid obesity	Disease
DOID:11983	Prader-Willi syndrome	Disease
DOID:11984	hypertrophic cardiomyopathy	Disease
DOID:11991	osteopoikilosis	Disease
DOID:11996	spermatic cord torsion	Disease
DOID:11997	spermatocele	Disease
DOID:120	female reproductive organ cancer	Disease
DOID:12010	anterior ischemic optic neuropathy	Disease
DOID:12028	Conn's syndrome	Disease
DOID:12029	sympathetic ophthalmia	Disease
DOID:12030	panuveitis	Disease
DOID:1205	allergic hypersensitivity disease	Disease
DOID:12053	cryptococcosis	Disease
DOID:1206	Rett syndrome	Disease
DOID:12096	sodoku disease	Disease
DOID:12098	trigeminal neuralgia	Disease
DOID:121	vaginal disease	Disease
DOID:1210	optic neuritis	Disease
DOID:12119	hemosiderosis	Disease
DOID:12120	pulmonary alveolar proteinosis	Disease
DOID:12128	pica disease	Disease
DOID:12129	bulimia nervosa	Disease
DOID:12132	granulomatosis with polyangiitis	Disease
DOID:12134	factor VIII deficiency	Disease
DOID:12140	Chagas disease	Disease
DOID:12143	neurogenic bladder	Disease
DOID:12155	lymphocytic choriomeningitis	Disease
DOID:12156	arachnoiditis	Disease
DOID:12157	aseptic meningitis	Disease
DOID:12169	carpal tunnel syndrome	Disease
DOID:12170	radial nerve lesion	Disease
DOID:12171	radial neuropathy	Disease
DOID:12176	goiter	Disease
DOID:12177	common variable immunodeficiency	Disease
DOID:1218	echinostomiasis	Disease
DOID:12185	otosclerosis	Disease
DOID:12192	sigmoid colon cancer	Disease
DOID:12205	dengue disease	Disease
DOID:12206	dengue hemorrhagic fever	Disease
DOID:12211	filarial elephantiasis	Disease
DOID:12215	oligohydramnios	Disease
DOID:12217	Lewy body dementia	Disease
DOID:1222	cartilage disease	Disease
DOID:12236	primary biliary cirrhosis	Disease
DOID:12237	bile reflux	Disease
DOID:12241	beta thalassemia	Disease
DOID:12259	hemophilia B	Disease
DOID:1227	neutropenia	Disease
DOID:12270	coloboma	Disease
DOID:12271	aniridia	Disease
DOID:12273	anisometropia	Disease
DOID:12297	Vogt-Koyanagi-Harada disease	Disease
DOID:12305	Bloch-Sulzberger syndrome	Disease
DOID:12306	vitiligo	Disease
DOID:12308	Dubin-Johnson syndrome	Disease
DOID:12309	urticaria pigmentosa	Disease
DOID:12318	corneal granular dystrophy	Disease
DOID:12328	marasmus	Disease
DOID:12332	hematocele of tunica vaginalis testis	Disease
DOID:12336	male infertility	Disease
DOID:12337	varicocele	Disease
DOID:12347	osteogenesis imperfecta	Disease
DOID:12361	Graves' disease	Disease
DOID:12365	malaria	Disease
DOID:12375	bronchopneumonia	Disease
DOID:12376	juvenile spinal muscular atrophy	Disease
DOID:12377	spinal muscular atrophy	Disease
DOID:12382	complex partial epilepsy	Disease
DOID:12384	dysentery	Disease
DOID:12385	shigellosis	Disease
DOID:12386	balantidiasis	Disease
DOID:12387	nephrogenic diabetes insipidus	Disease
DOID:12388	neurohypophyseal diabetes insipidus	Disease
DOID:12397	entropion	Disease
DOID:1240	leukemia	Disease
DOID:12403	tinea pedis	Disease
DOID:12449	aplastic anemia	Disease
DOID:1245	vulva cancer	Disease
DOID:12450	pancytopenia	Disease
DOID:12451	sulfhemoglobinemia	Disease
DOID:12466	secondary hyperparathyroidism	Disease
DOID:1247	blood coagulation disease	Disease
DOID:12474	capillariasis	Disease
DOID:12491	Vagus nerve disease	Disease
DOID:12506	Bell's palsy	Disease
DOID:12514	retinal perforation	Disease
DOID:1252	trichuriasis	Disease
DOID:12522	bagassosis	Disease
DOID:12526	tarsal tunnel syndrome	Disease
DOID:12528	lesion of sciatic nerve	Disease
DOID:12531	von Willebrand's disease	Disease
DOID:1254	trichostrongylosis	Disease
DOID:12549	hepatitis A	Disease
DOID:1255	trichostrongyloidiasis	Disease
DOID:12550	hepatic coma	Disease
DOID:12554	hemolytic-uremic syndrome	Disease
DOID:12556	acute kidney tubular necrosis	Disease
DOID:12557	Duane retraction syndrome	Disease
DOID:12558	chronic progressive external ophthalmoplegia	Disease
DOID:12568	dyscalculia	Disease
DOID:12574	posterior uveitis	Disease
DOID:12577	urethral obstruction	Disease
DOID:12580	Cri-Du-Chat syndrome	Disease
DOID:12583	velocardiofacial syndrome	Disease
DOID:1260	parametritis	Disease
DOID:12638	hypertrophic pyloric stenosis	Disease
DOID:12639	pyloric stenosis	Disease
DOID:12642	hiatus hernia	Disease
DOID:12657	vestibulocochlear nerve disease	Disease
DOID:12663	blastomycosis	Disease
DOID:12678	hypercalcemia	Disease
DOID:12679	nephrocalcinosis	Disease
DOID:12680	pseudobulbar palsy	Disease
DOID:12683	vestibular neuronitis	Disease
DOID:12689	acoustic neuroma	Disease
DOID:12697	locked-in syndrome	Disease
DOID:12698	gynecomastia	Disease
DOID:127	leiomyoma	Disease
DOID:1270	hereditary hemorrhagic telangiectasia	Disease
DOID:12700	hyperprolactinemia	Disease
DOID:12704	ataxia telangiectasia	Disease
DOID:12705	Friedreich ataxia	Disease
DOID:12707	myoclonic cerebellar dyssynergia	Disease
DOID:12714	Ellis-Van Creveld syndrome	Disease
DOID:12716	newborn respiratory distress syndrome	Disease
DOID:1272	telangiectasis	Disease
DOID:12720	cerebral atherosclerosis	Disease
DOID:12721	multiple epiphyseal dysplasia	Disease
DOID:1273	respiratory syncytial virus infectious disease	Disease
DOID:12732	intermediate uveitis	Disease
DOID:12750	cyclosporiasis	Disease
DOID:12759	choroid cancer	Disease
DOID:1278	tolosa-hunt syndrome	Disease
DOID:12783	migraine without aura	Disease
DOID:12785	diabetic polyneuropathy	Disease
DOID:1279	ocular motility disease	Disease
DOID:12798	mucopolysaccharidosis	Disease
DOID:12799	mucopolysaccharidosis II	Disease
DOID:12800	mucopolysaccharidosis VI	Disease
DOID:12801	mucopolysaccharidosis III	Disease
DOID:12802	mucopolysaccharidosis I	Disease
DOID:12803	Sly syndrome	Disease
DOID:12804	mucopolysaccharidosis IV	Disease
DOID:1283	enterocele	Disease
DOID:12835	quadriplegia	Disease
DOID:12837	thyroid crisis	Disease
DOID:12841	ancylostomiasis	Disease
DOID:12842	Guillain-Barre syndrome	Disease
DOID:1285	rectal disease	Disease
DOID:12858	Huntington's disease	Disease
DOID:1287	cardiovascular system disease	Disease
DOID:12889	Miller Fisher syndrome	Disease
DOID:1289	neurodegenerative disease	Disease
DOID:12894	Sjogren's syndrome	Disease
DOID:12895	keratoconjunctivitis sicca	Disease
DOID:12897	submandibular gland disease	Disease
DOID:12900	Mikulicz disease	Disease
DOID:12901	necrotizing sialometaplasia	Disease
DOID:12905	sialolithiasis	Disease
DOID:12918	thromboangiitis obliterans	Disease
DOID:12929	endocardial fibroelastosis	Disease
DOID:12930	dilated cardiomyopathy	Disease
DOID:12932	endomyocardial fibrosis	Disease
DOID:12934	Kearns-Sayre syndrome	Disease
DOID:12935	alcoholic cardiomyopathy	Disease
DOID:12960	acrocephalosyndactylia	Disease
DOID:12961	Poland syndrome	Disease
DOID:12971	hereditary spherocytosis	Disease
DOID:12978	Plasmodium vivax malaria	Disease
DOID:12986	leukostasis	Disease
DOID:12987	agranulocytosis	Disease
DOID:13001	carotid stenosis	Disease
DOID:13002	subclavian steal syndrome	Disease
DOID:13003	vertebrobasilar insufficiency	Disease
DOID:13025	retinopathy of prematurity	Disease
DOID:13027	transient global amnesia	Disease
DOID:13033	balanitis	Disease
DOID:13034	relapsing fever	Disease
DOID:13042	persistent fetal circulation syndrome	Disease
DOID:13068	renal osteodystrophy	Disease
DOID:1307	dementia	Disease
DOID:13078	eumycotic mycetoma	Disease
DOID:13088	periventricular leukomalacia	Disease
DOID:13089	intracranial arterial disease	Disease
DOID:13094	branch retinal artery occlusion	Disease
DOID:13095	vertebral artery insufficiency	Disease
DOID:13096	Sneddon syndrome	Disease
DOID:13097	intracranial arteriosclerosis	Disease
DOID:13098	central retinal artery occlusion	Disease
DOID:13099	Moyamoya disease	Disease
DOID:13100	intracranial vasospasm	Disease
DOID:13117	paronychia	Disease
DOID:1312	focal segmental glomerulosclerosis	Disease
DOID:13133	HELLP syndrome	Disease
DOID:13137	Werdnig-Hoffmann disease	Disease
DOID:13141	uveitis	Disease
DOID:13166	allergic bronchopulmonary aspergillosis	Disease
DOID:13174	dissociated nystagmus	Disease
DOID:13186	megaesophagus	Disease
DOID:13189	gout	Disease
DOID:1319	brain cancer	Disease
DOID:13197	nodular goiter	Disease
DOID:13198	endemic goiter	Disease
DOID:13200	substernal goiter	Disease
DOID:13223	uterine fibroid	Disease
DOID:13240	tooth resorption	Disease
DOID:13241	Behcet's disease	Disease
DOID:13249	pneumatosis cystoides intestinalis	Disease
DOID:13250	diarrhea	Disease
DOID:13252	mesenteric vascular occlusion	Disease
DOID:13254	diverticulitis of colon	Disease
DOID:13258	typhoid fever	Disease
DOID:13268	porphyria	Disease
DOID:13271	cutaneous porphyria	Disease
DOID:13272	Klebsiella pneumonia	Disease
DOID:13276	Mycoplasma pneumoniae pneumonia	Disease
DOID:1328	Rift Valley fever	Disease
DOID:13300	Scheuermann's disease	Disease
DOID:13316	exocrine pancreatic insufficiency	Disease
DOID:13317	hyperinsulinemic hypoglycemia	Disease
DOID:13336	congenital toxoplasmosis	Disease
DOID:13357	chondromalacia patellae	Disease
DOID:13359	Ehlers-Danlos syndrome	Disease
DOID:13366	Stiff-Person syndrome	Disease
DOID:13371	scrub typhus	Disease
DOID:13372	alpha 1-antitrypsin deficiency	Disease
DOID:13374	fibrodysplasia ossificans progressiva	Disease
DOID:13375	temporal arteritis	Disease
DOID:13378	Kawasaki disease	Disease
DOID:1338	congenital dyserythropoietic anemia	Disease
DOID:13381	pernicious anemia	Disease
DOID:13382	megaloblastic anemia	Disease
DOID:1339	Diamond-Blackfan anemia	Disease
DOID:13399	color blindness	Disease
DOID:1340	pure red-cell aplasia	Disease
DOID:13401	angioid streaks	Disease
DOID:13404	uveoparotid fever	Disease
DOID:13406	pulmonary sarcoidosis	Disease
DOID:13413	hepatic encephalopathy	Disease
DOID:13417	alexia	Disease
DOID:13419	neurogenic bowel	Disease
DOID:1343	urethritis	Disease
DOID:13431	bejel	Disease
DOID:13450	coccidioidomycosis	Disease
DOID:13452	scleritis	Disease
DOID:13482	Proteus syndrome	Disease
DOID:13499	jejunal cancer	Disease
DOID:1350	paranasal sinus neoplasm	Disease
DOID:13501	Mobius syndrome	Disease
DOID:13515	tuberous sclerosis	Disease
DOID:1352	paranasal sinus disease	Disease
DOID:13523	loiasis	Disease
DOID:13533	osteopetrosis	Disease
DOID:13543	hyperparathyroidism	Disease
DOID:13544	low tension glaucoma	Disease
DOID:13548	secondary Parkinson disease	Disease
DOID:13550	angle-closure glaucoma	Disease
DOID:13561	optic disk drusen	Disease
DOID:13564	aspergillosis	Disease
DOID:13565	neuroaspergillosis	Disease
DOID:13576	twin-to-twin transfusion syndrome	Disease
DOID:13579	kwashiorkor	Disease
DOID:1358	maxillary sinus neoplasm	Disease
DOID:13580	cholestasis	Disease
DOID:13585	alveolar periostitis	Disease
DOID:13593	eclampsia	Disease
DOID:13603	obstructive jaundice	Disease
DOID:13608	biliary atresia	Disease
DOID:13619	extrahepatic cholestasis	Disease
DOID:13620	patent foramen ovale	Disease
DOID:13622	campylobacteriosis	Disease
DOID:13628	favism	Disease
DOID:13636	Fanconi anemia	Disease
DOID:13641	exfoliation syndrome	Disease
DOID:13664	post-vaccinal encephalitis	Disease
DOID:13677	SAPHO syndrome	Disease
DOID:13709	premature ejaculation	Disease
DOID:13714	anodontia	Disease
DOID:13722	neuroschistosomiasis	Disease
DOID:13724	scurvy	Disease
DOID:13725	beriberi	Disease
DOID:13732	panophthalmitis	Disease
DOID:13757	excessive tearing	Disease
DOID:13767	clonorchiasis	Disease
DOID:13768	opisthorchiasis	Disease
DOID:13774	Addison's disease	Disease
DOID:1380	endometrial cancer	Disease
DOID:13801	pharyngoconjunctival fever	Disease
DOID:13809	familial combined hyperlipidemia	Disease
DOID:1381	Fox-Fordyce disease	Disease
DOID:13810	familial hypercholesterolemia	Disease
DOID:13814	hypoglossal nerve disease	Disease
DOID:13819	lymphogranuloma venereum	Disease
DOID:1382	miliaria	Disease
DOID:1383	sweat gland disease	Disease
DOID:13832	patent ductus arteriosus	Disease
DOID:1386	abetalipoproteinemia	Disease
DOID:13864	trochlear nerve disease	Disease
DOID:13865	facial neuralgia	Disease
DOID:1387	hypolipoproteinemia	Disease
DOID:13884	sick sinus syndrome	Disease
DOID:1389	polyneuropathy	Disease
DOID:13891	bird fancier's lung	Disease
DOID:139	squamous cell papilloma	Disease
DOID:1390	hypobetalipoproteinemia	Disease
DOID:13909	red-green color blindness	Disease
DOID:1391	Norum disease	Disease
DOID:13910	red color blindness	Disease
DOID:13911	achromatopsia	Disease
DOID:13912	acquired color blindness	Disease
DOID:13922	eosinophilic esophagitis	Disease
DOID:13924	necrotizing ulcerative gingivitis	Disease
DOID:13929	lacrimal duct obstruction	Disease
DOID:13934	facial paralysis	Disease
DOID:13938	amenorrhea	Disease
DOID:1394	urinary schistosomiasis	Disease
DOID:13941	benign paroxysmal positional nystagmus	Disease
DOID:13945	CADASIL	Disease
DOID:13948	bladder neck obstruction	Disease
DOID:13949	interstitial cystitis	Disease
DOID:1395	schistosomiasis	Disease
DOID:13976	peptic esophagitis	Disease
DOID:13994	cleidocranial dysplasia	Disease
DOID:1400	lacrimal apparatus disease	Disease
DOID:14004	thoracic aortic aneurysm	Disease
DOID:14018	alcoholic liver cirrhosis	Disease
DOID:14021	Tietze's syndrome	Disease
DOID:14039	POEMS syndrome	Disease
DOID:14040	autoimmune polyendocrine syndrome	Disease
DOID:1406	iritis	Disease
DOID:14067	Plasmodium falciparum malaria	Disease
DOID:14068	blackwater fever	Disease
DOID:14069	cerebral malaria	Disease
DOID:1407	anterior uveitis	Disease
DOID:14075	geniculate ganglionitis	Disease
DOID:14087	epicondylitis	Disease
DOID:14095	boutonneuse fever	Disease
DOID:14107	De Quervain disease	Disease
DOID:14115	toxic shock syndrome	Disease
DOID:14116	multiple symmetric lipomatosis	Disease
DOID:14118	familial lipoprotein lipase deficiency	Disease
DOID:1412	bacteriuria	Disease
DOID:14121	blue toe syndrome	Disease
DOID:14146	ureterolithiasis	Disease
DOID:1415	gyrate atrophy	Disease
DOID:14159	obstructive hydrocephalus	Disease
DOID:1417	choroid disease	Disease
DOID:14174	central neurocytoma	Disease
DOID:14175	von Hippel-Lindau disease	Disease
DOID:14176	selective IgG deficiency disease	Disease
DOID:14183	alcoholic neuropathy	Disease
DOID:14188	frozen shoulder	Disease
DOID:14203	childhood type dermatomyositis	Disease
DOID:14213	hypophosphatasia	Disease
DOID:14219	renal tubular acidosis	Disease
DOID:14221	abdominal obesity-metabolic syndrome 1	Disease
DOID:14223	ochronosis	Disease
DOID:14227	azoospermia	Disease
DOID:14228	oligospermia	Disease
DOID:14250	Down syndrome	Disease
DOID:14256	adult-onset Still's disease	Disease
DOID:1426	ureteral disease	Disease
DOID:14261	fragile X syndrome	Disease
DOID:14262	oral candidiasis	Disease
DOID:14264	benign neonatal seizures	Disease
DOID:14265	pulmonary valve insufficiency	Disease
DOID:14268	sclerosing cholangitis	Disease
DOID:14276	shoulder impingement syndrome	Disease
DOID:14283	primary hypertrophic osteoarthropathy	Disease
DOID:14284	patellofemoral pain syndrome	Disease
DOID:14286	neurogenic arthropathy	Disease
DOID:14289	Ebstein anomaly	Disease
DOID:14291	LEOPARD syndrome	Disease
DOID:14305	tuberculous empyema	Disease
DOID:14308	skin epithelioid hemangioma	Disease
DOID:14319	pleuropneumonia	Disease
DOID:1432	blindness	Disease
DOID:14323	Marfan syndrome	Disease
DOID:14330	Parkinson's disease	Disease
DOID:14332	postencephalitic Parkinson disease	Disease
DOID:1439	pyuria	Disease
DOID:1440	Machado-Joseph disease	Disease
DOID:14400	capillary leak syndrome	Disease
DOID:14402	critical illness polyneuropathy	Disease
DOID:1441	autosomal dominant cerebellar ataxia	Disease
DOID:14415	Legg-Calve-Perthes disease	Disease
DOID:14418	dracunculiasis	Disease
DOID:1442	Alpers syndrome	Disease
DOID:14423	glossopharyngeal neuralgia	Disease
DOID:14447	gonadal dysgenesis	Disease
DOID:14448	46 XY gonadal dysgenesis	Disease
DOID:14450	46 XX gonadal dysgenesis	Disease
DOID:14451	hyperkalemic periodic paralysis	Disease
DOID:14452	hypokalemic periodic paralysis	Disease
DOID:14453	farmer's lung	Disease
DOID:14464	neuroleptic malignant syndrome	Disease
DOID:14482	herpes gestationis	Disease
DOID:14483	chorea gravidarum	Disease
DOID:14484	sporotrichosis	Disease
DOID:14495	dumping syndrome	Disease
DOID:14498	lipoid proteinosis	Disease
DOID:14499	Fabry disease	Disease
DOID:14500	fucosidosis	Disease
DOID:14501	Sjogren-Larsson syndrome	Disease
DOID:14503	neuronal ceroid lipofuscinosis	Disease
DOID:14504	Niemann-Pick disease	Disease
DOID:14515	WAGR syndrome	Disease
DOID:14525	Reye syndrome	Disease
DOID:1455	geographic tongue	Disease
DOID:14550	root resorption	Disease
DOID:14555	Foster-Kennedy syndrome	Disease
DOID:1456	glossitis	Disease
DOID:1459	hypothyroidism	Disease
DOID:146	papilledema	Disease
DOID:1461	cholesterol embolism	Disease
DOID:14654	prostatitis	Disease
DOID:1468	labyrinthitis	Disease
DOID:14681	Silver-Russell syndrome	Disease
DOID:14692	Smith-Lemli-Opitz syndrome	Disease
DOID:14693	Clouston syndrome	Disease
DOID:14695	galactokinase deficiency	Disease
DOID:14702	branchiootorenal syndrome	Disease
DOID:14705	Pfeiffer syndrome	Disease
DOID:14717	centronuclear myopathy	Disease
DOID:14735	hereditary angioedema	Disease
DOID:1474	aggressive periodontitis	Disease
DOID:14748	Sotos syndrome	Disease
DOID:1475	lymphangioma	Disease
DOID:14755	argininosuccinic aciduria	Disease
DOID:14768	Saethre-Chotzen syndrome	Disease
DOID:14777	benign familial neonatal epilepsy	Disease
DOID:14784	olivopontocerebellar atrophy	Disease
DOID:14791	Leber congenital amaurosis	Disease
DOID:14793	hypohidrotic ectodermal dysplasia	Disease
DOID:1483	gingival disease	Disease
DOID:1485	cystic fibrosis	Disease
DOID:1496	echinococcosis	Disease
DOID:1498	cholera	Disease
DOID:1508	candidiasis	Disease
DOID:1517	cecal benign neoplasm	Disease
DOID:1518	cecal disease	Disease
DOID:1521	cecum cancer	Disease
DOID:1525	nodular nonsuppurative panniculitis	Disease
DOID:1526	panniculitis	Disease
DOID:1532	pleural disease	Disease
DOID:1540	parathyroid carcinoma	Disease
DOID:1555	urticaria	Disease
DOID:1556	arthus reaction	Disease
DOID:1557	hypersensitivity reaction type III disease	Disease
DOID:1558	angioedema	Disease
DOID:1562	chromoblastomycosis	Disease
DOID:1563	dermatomycosis	Disease
DOID:1564	fungal infectious disease	Disease
DOID:1570	ectropion	Disease
DOID:1572	normal pressure hydrocephalus	Disease
DOID:1573	communicating hydrocephalus	Disease
DOID:1574	alcohol use disorder	Disease
DOID:1580	diffuse scleroderma	Disease
DOID:1583	laryngeal tuberculosis	Disease
DOID:1584	acute chest syndrome	Disease
DOID:1586	rheumatic fever	Disease
DOID:1588	thrombocytopenia	Disease
DOID:1591	renovascular hypertension	Disease
DOID:1602	lymphadenitis	Disease
DOID:161	keratosis	Disease
DOID:1612	breast cancer	Disease
DOID:1614	male breast cancer	Disease
DOID:162	cancer	Disease
DOID:1638	central nervous system tuberculosis	Disease
DOID:1639	skeletal tuberculosis	Disease
DOID:1657	ventricular septal defect	Disease
DOID:1659	supratentorial cancer	Disease
DOID:1664	pineoblastoma	Disease
DOID:1673	pneumothorax	Disease
DOID:1678	chronic interstitial cystitis	Disease
DOID:1679	cystitis	Disease
DOID:1681	heart septal defect	Disease
DOID:1682	congenital heart disease	Disease
DOID:1686	glaucoma	Disease
DOID:1687	neovascular glaucoma	Disease
DOID:169	neuroendocrine tumor	Disease
DOID:1697	ichthyosis	Disease
DOID:17	musculoskeletal system disease	Disease
DOID:170	endocrine gland cancer	Disease
DOID:1700	X-linked ichthyosis	Disease
DOID:1701	steroid inherited metabolic disorder	Disease
DOID:1702	ichthyosis vulgaris	Disease
DOID:171	neuroectodermal tumor	Disease
DOID:1712	aortic valve stenosis	Disease
DOID:172	clear cell acanthoma	Disease
DOID:1724	duodenal ulcer	Disease
DOID:1727	retinal vein occlusion	Disease
DOID:1731	histoplasmosis	Disease
DOID:1733	cryptosporidiosis	Disease
DOID:1737	duodenal benign neoplasm	Disease
DOID:174	acanthoma	Disease
